document_file,document_title,image_file,image_reference_type,image_reference_line,detected_image_type,has_interactive_buttons,interactive_buttons_magenta,hard_fail_triggered,hard_fail_reason,score_topic_match,score_detail_match,score_section_relevance,score_visual_evidence,score_contradictions,overall_score,final_verdict,processing_error,processing_warning,image_reference_error,api_http_status,api_finish_reason,api_attempt,match_reasons,missing_evidence
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/plan_hint_optimization.rst,Plan Hint Optimization,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001657868950.png,substitution_image,109,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/rows_hints.rst,Rows Hints,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/rows_hints.rst,Rows Hints,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001510283913.png,substitution_image,55,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/scan_operation_hints.rst,Scan Operation Hints,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/scan_operation_hints.rst,Scan Operation Hints,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001460723188.png,substitution_image,69,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/skew_hints.rst,Skew Hints,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/skew_hints.rst,Skew Hints,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001460723200.png,substitution_image,227,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/skew_hints.rst,Skew Hints,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001510284029.png,substitution_image,228,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/skew_hints.rst,Skew Hints,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001510522957.png,substitution_image,229,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/skew_hints.rst,Skew Hints,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001510163285.png,substitution_image,230,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/skew_hints.rst,Skew Hints,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001460563396.png,substitution_image,231,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/stream_operation_hints.rst,Stream Operation Hints,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/stream_operation_hints.rst,Stream Operation Hints,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001460882748.png,substitution_image,81,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/stream_operation_hints.rst,Stream Operation Hints,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001510402789.png,substitution_image,82,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/stream_operation_hints.rst,Stream Operation Hints,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001460563240.png,substitution_image,83,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/sublink_name_hints.rst,Sublink Name Hints,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/hint-based_tuning/sublink_name_hints.rst,Sublink Name Hints,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001510523041.png,substitution_image,57,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/reviewing_and_modifying_a_table_definition.rst,Reviewing and Modifying a Table Definition,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/reviewing_and_modifying_a_table_definition.rst,Reviewing and Modifying a Table Definition,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000002054191302.png,figure,22,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/sql_execution_plan.rst,SQL Execution Plan,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/sql_execution_plan.rst,SQL Execution Plan,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764651088.png,figure,90,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/sql_execution_plan.rst,SQL Execution Plan,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811610489.png,figure,99,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/sql_execution_plan.rst,SQL Execution Plan,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811491433.png,substitution_image,398,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/sql_execution_plan.rst,SQL Execution Plan,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811610497.png,substitution_image,399,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/sql_execution_plan.rst,SQL Execution Plan,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764651100.png,substitution_image,400,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/sql_execution_plan.rst,SQL Execution Plan,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764651096.png,substitution_image,401,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/sql_execution_plan.rst,SQL Execution Plan,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764492152.png,substitution_image,402,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/sql_execution_plan.rst,SQL Execution Plan,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811610501.png,substitution_image,403,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/sql_execution_plan.rst,SQL Execution Plan,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001811491429.png,substitution_image,404,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/sql_execution_plan.rst,SQL Execution Plan,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001943357608.png,substitution_image,405,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/sql_execution_plan.rst,SQL Execution Plan,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001943516888.png,substitution_image,406,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/sql_execution_plan.rst,SQL Execution Plan,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001970476065.png,substitution_image,407,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/sql_execution_plan.rst,SQL Execution Plan,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001970595813.png,substitution_image,408,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/sql_execution_plan.rst,SQL Execution Plan,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001965682128.png,substitution_image,409,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/sql_execution_plan.rst,SQL Execution Plan,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764492156.png,substitution_image,410,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/sql_execution_plan.rst,SQL Execution Plan,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001764651108.png,substitution_image,411,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/sql_query_execution_process.rst,SQL Query Execution Process,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning/sql_query_execution_process.rst,SQL Query Execution Process,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001233563355.png,figure,12,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/case_adding_not_null_for_join_columns.rst,Case: Adding NOT NULL for JOIN Columns,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/case_adding_not_null_for_join_columns.rst,Case: Adding NOT NULL for JOIN Columns,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001233761911.jpg,figure,55,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/case_adding_not_null_for_join_columns.rst,Case: Adding NOT NULL for JOIN Columns,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001493802070.jpg,figure,113,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/case_adjusting_the_partial_clustering_key.rst,Case: Adjusting the Partial Clustering Key,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/case_adjusting_the_partial_clustering_key.rst,Case: Adjusting the Partial Clustering Key,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001598442429.png,substitution_image,58,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/case_adjusting_the_partial_clustering_key.rst,Case: Adjusting the Partial Clustering Key,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001547757780.png,substitution_image,59,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/case_adjusting_the_partial_clustering_key.rst,Case: Adjusting the Partial Clustering Key,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001598557569.png,substitution_image,60,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/case_adjusting_the_partial_clustering_key.rst,Case: Adjusting the Partial Clustering Key,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001598641405.png,substitution_image,61,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/case_adjusting_the_partial_clustering_key.rst,Case: Adjusting the Partial Clustering Key,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001547777474.png,substitution_image,62,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/case_adjusting_the_partial_clustering_key.rst,Case: Adjusting the Partial Clustering Key,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001598622253.png,substitution_image,63,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/case_adjusting_the_partial_clustering_key.rst,Case: Adjusting the Partial Clustering Key,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001547437736.png,substitution_image,64,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/case_adjusting_the_table_storage_mode_in_a_medium_table.rst,Case: Adjusting the Table Storage Mode in a Medium Table,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/case_adjusting_the_table_storage_mode_in_a_medium_table.rst,Case: Adjusting the Table Storage Mode in a Medium Table,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001188323768.jpg,substitution_image,26,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/case_adjusting_the_table_storage_mode_in_a_medium_table.rst,Case: Adjusting the Table Storage Mode in a Medium Table,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001233883401.png,substitution_image,27,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/case_configuring_cost_param_for_better_query_performance.rst,Case: Configuring cost_param for Better Query Performance,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/case_configuring_cost_param_for_better_query_performance.rst,Case: Configuring cost_param for Better Query Performance,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001188163834.png,substitution_image,168,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/case_configuring_cost_param_for_better_query_performance.rst,Case: Configuring cost_param for Better Query Performance,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001233681879.png,substitution_image,169,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/case_configuring_cost_param_for_better_query_performance.rst,Case: Configuring cost_param for Better Query Performance,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001233563387.png,substitution_image,170,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/case_configuring_cost_param_for_better_query_performance.rst,Case: Configuring cost_param for Better Query Performance,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001233883443.png,substitution_image,171,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/case_converting_from_not_in_to_not_exists.rst,Case: Converting from NOT IN to NOT EXISTS,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/case_converting_from_not_in_to_not_exists.rst,Case: Converting from NOT IN to NOT EXISTS,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001555962590.png,substitution_image,59,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/case_converting_from_not_in_to_not_exists.rst,Case: Converting from NOT IN to NOT EXISTS,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001605933889.png,substitution_image,60,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/case_creating_an_appropriate_index.rst,Case: Creating an Appropriate Index,,,,,,,,,,,,,,,fail,kein valides Bild,,,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/case_creating_an_appropriate_index.rst,Case: Creating an Appropriate Index,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001551160526.png,substitution_image,45,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
doc/dev-guide/source/dws_performance_tuning/sql_tuning_examples/case_creating_an_appropriate_index.rst,Case: Creating an Appropriate Index,/home/ubuntu/repotesting/data-warehouse-service/umn/source/_static/images/en-us_image_0000001601476601.png,substitution_image,46,,,,,,,,,,,,fail,,,kein valides Bild,,,0,,
